Name,Fitting Windows Score,Trace Support Score,Aggregated Score
Road_Traffic_Fine_Management_Process.728ee09b-bd3d-4ce3-856c-4635aa34b65c.pnml,0.0011403793868660088,0.005666023807940413,0.801133204761588
Road_Traffic_Fine_Management_Process.55be5174-b412-4c59-a2cb-046ac15ecb7f.pnml,0.001129109761402119,0.006244596661568132,0.7992724498181003
Road_Traffic_Fine_Management_Process.5a5bb45f-de63-429c-8d48-2990ee6dc1b1.pnml,0.0011090170342471048,0.005493116978120636,0.7955982867567633
Road_Traffic_Fine_Management_Process.c82e63af-c915-4935-b0e1-73b3afc83c6f.pnml,0.0011090170342471048,0.005493116978120636,0.7955982867567633
Road_Traffic_Fine_Management_Process.de6ed63d-0d8d-42a0-b94d-9285541cfec7.pnml,0.0011067787252635147,0.005479816452749884,0.7952030715056791
Road_Traffic_Fine_Management_Process.bc4da3e5-cb52-4861-ab48-04f0e4f8d1f9.pnml,0.0011053862888609327,0.005473166190064507,0.794957535635566
Road_Traffic_Fine_Management_Process.be063851-4f8b-4726-80f0-a210b64fad2a.pnml,0.0011053862888609327,0.005473166190064507,0.794957535635566
Road_Traffic_Fine_Management_Process.fa7bceb1-426a-4f17-9843-5c90170560c7.pnml,0.0011013000736234482,0.006018487730265346,0.7943499585724018
Road_Traffic_Fine_Management_Process.ad0f03b8-3fb3-4dd5-b3aa-a7b15aefc469.pnml,0.0010975912476913373,0.005998536942209217,0.7936955136670415
Road_Traffic_Fine_Management_Process.fc04bd92-a928-4e8b-9a72-d0cbbc1c8c45.pnml,0.0010975912476913373,0.005998536942209217,0.7936955136670415
Road_Traffic_Fine_Management_Process.6a5a57c0-6571-476d-b08d-c44564e05bb7.pnml,0.0011240605527647206,0.005546319079603644,0.7481863274844545
Road_Traffic_Fine_Management_Process.856a2ddc-5b9e-442d-bb7f-dbf513c5e3a5.pnml,8.148030304361213E-4,0.005592870918401277,0.7440189176694326
Road_Traffic_Fine_Management_Process.3c96c97c-c08c-4213-8ea4-d6ac2a272781.pnml,0.0011143134979466462,0.0054997672408060114,0.7423377598030758
Road_Traffic_Fine_Management_Process.aff51c4d-0c48-43cc-9093-45e951dbed9d.pnml,7.994309229543459E-4,0.005426614351266875,0.7412897025988878
Road_Traffic_Fine_Management_Process.3b698305-2fcf-42a1-b1b8-3af420721547.pnml,7.994309229543459E-4,0.005426614351266875,0.7412897025988878
Road_Traffic_Fine_Management_Process.ca37df1b-4fc8-4826-9db4-266abac83334.pnml,7.973162415018265E-4,0.005413313825896123,0.7409161691727287
