,Nets,Labels,Average Distance,Representative
18,Road_Traffic_Fine_Management_Process.30f47988-1ad6-48fb-9bfe-ef3690f8f235.pnml,1,0.41872389492870066,False
19,Road_Traffic_Fine_Management_Process.9dbdfa76-3c79-4df8-94a6-19a0f40b7f7e.pnml,4,0.3351503123754281,False
20,Road_Traffic_Fine_Management_Process.40fa7ba2-2f67-4f0b-81d2-36ab690991f9.pnml,4,0.3331758302580958,False
21,Road_Traffic_Fine_Management_Process.0911602a-c42b-4ec4-9d9a-7000e0383b7b.pnml,1,0.40821216930121257,False
22,Road_Traffic_Fine_Management_Process.4b71408b-98c2-427e-ab9c-b3c8765d33b1.pnml,5,0.3325428828865886,False
23,Road_Traffic_Fine_Management_Process.9254b630-9c1c-42f7-8432-57c612fb927a.pnml,3,0.37034295367673176,False
24,Road_Traffic_Fine_Management_Process.71e0fe5e-fd1f-4456-b50a-594b098c312b.pnml,0,0.40799452103172507,False
25,Road_Traffic_Fine_Management_Process.0b0a12d5-e3c4-4b14-b0b0-36ad9b8bdce5.pnml,4,0.32020943917877825,False
26,Road_Traffic_Fine_Management_Process.1bc16864-f95d-4250-be08-2fab3bfa9790.pnml,5,0.4438402546827273,False
27,Road_Traffic_Fine_Management_Process.6dd1628d-2df7-44e2-a7d3-0e506c76ab96.pnml,1,0.40914176179184963,False
28,Road_Traffic_Fine_Management_Process.0eb58ea4-4d1f-44ea-b933-df5b77bcc1f9.pnml,2,0.29856091558646936,False
29,Road_Traffic_Fine_Management_Process.ee92c12f-01ad-4395-bf8d-46e02521cbbe.pnml,4,0.33434294938743664,False
30,Road_Traffic_Fine_Management_Process.16dee6be-d090-491e-b4b2-6540fe7de115.pnml,1,0.3340618235914028,False
31,Road_Traffic_Fine_Management_Process.82925733-8b9f-4ec7-9d50-59617214033e.pnml,1,0.34515147366319376,False
32,Road_Traffic_Fine_Management_Process.dfe0e710-016a-4ee8-88dd-4be1ced41d4b.pnml,4,0.3627200906279859,False
33,Road_Traffic_Fine_Management_Process.f9264973-9dbb-4fad-a0c6-3d64696d1bb8.pnml,2,0.37801944054305336,False
34,Road_Traffic_Fine_Management_Process.a8ad6d50-6803-403c-ae6c-e994b4f666ed.pnml,2,0.26454348533865857,False
35,Road_Traffic_Fine_Management_Process.07d47ecc-cca8-48c4-aa06-16a2d5775d8d.pnml,5,0.5606293520924625,False
36,Road_Traffic_Fine_Management_Process.93d62075-86a5-4fda-8720-c2f749637881.pnml,0,0.3313261910638639,False
37,Road_Traffic_Fine_Management_Process.4ccd405f-d0d6-4cb6-8e75-ed4efe73fc81.pnml,4,0.3517604226679496,False
38,Road_Traffic_Fine_Management_Process.723f3afb-b91d-4e55-a656-5d1f38c32920.pnml,2,0.33622761219453023,False
39,Road_Traffic_Fine_Management_Process.956a8e92-9937-4d3f-9296-5eecdbe1a2a2.pnml,5,0.4390430328803804,False
40,Road_Traffic_Fine_Management_Process.0da0d6c9-be51-412d-8ab9-9aba1632e5c6.pnml,4,0.34345914503217356,False
41,Road_Traffic_Fine_Management_Process.ff9bab5c-d5fa-4cbe-b504-0f060bebe07a.pnml,4,0.37415109862746543,False
42,Road_Traffic_Fine_Management_Process.cf189d1a-1fb9-46fc-b4a5-93daa47e8019.pnml,1,0.32106128084124974,False
43,Road_Traffic_Fine_Management_Process.e6a46cfb-ec54-425d-b410-e9a294c63a15.pnml,1,0.32189538191119305,False
44,Road_Traffic_Fine_Management_Process.fc8c12fb-85c1-44ee-844f-68588cd44805.pnml,0,0.40484740547687653,False
45,Road_Traffic_Fine_Management_Process.2a69bf7c-07af-4119-a66d-3c18b05af37a.pnml,1,0.3928745814193384,False
46,Road_Traffic_Fine_Management_Process.91087ab5-f6af-43af-af64-5a5ba86d50c9.pnml,1,0.30197782114374355,False
47,Road_Traffic_Fine_Management_Process.f6827771-1baf-4c30-858b-f6a62101ba6c.pnml,1,0.2952327100816157,False
48,Road_Traffic_Fine_Management_Process.456fb13d-0d41-464a-9b19-a8eb219202aa.pnml,0,0.34610434373148524,False
49,Road_Traffic_Fine_Management_Process.66df6a66-6f3c-464c-8373-8cfb55bc84b5.pnml,5,0.2972656279282453,False
50,Road_Traffic_Fine_Management_Process.e4c0b0fd-2577-456f-bae9-80cec9ff0213.pnml,0,0.4210348290041224,False
51,Road_Traffic_Fine_Management_Process.a58a4e50-5733-40bf-8263-588d157cfb43.pnml,3,0.2933409511756368,False
52,Road_Traffic_Fine_Management_Process.4bcb0e4e-1014-4d76-b2cd-057550b15fe3.pnml,1,0.32543120221550237,False
53,Road_Traffic_Fine_Management_Process.a51fd9b2-b593-40a5-8689-79a389e86ba1.pnml,1,0.4325066850186652,False
54,Road_Traffic_Fine_Management_Process.bff7ee3f-a2a4-47c7-944d-c99a2e3bb1a1.pnml,1,0.3829196355535705,False
55,Road_Traffic_Fine_Management_Process.2817b9f7-1ea6-4f8c-9156-86579cff6123.pnml,1,0.34299954938103083,False
56,Road_Traffic_Fine_Management_Process.e1b16dc9-4db9-4f73-b12d-cf5c56bb2934.pnml,1,0.36573656172832236,False
57,Road_Traffic_Fine_Management_Process.138aa43e-554b-461e-a599-f2f9f30834f3.pnml,4,0.43550298954369326,False
58,Road_Traffic_Fine_Management_Process.5c754bf5-8109-43c0-bf3a-25f586483378.pnml,0,0.42886156853006313,False
59,Road_Traffic_Fine_Management_Process.a0aebaea-8b53-4f5e-8057-363da680c85e.pnml,1,0.33819395139622027,False
60,Road_Traffic_Fine_Management_Process.55873668-6d47-485e-af34-f205d5d255b3.pnml,0,0.3466274989197452,False
61,Road_Traffic_Fine_Management_Process.38950e67-025a-47c7-b1ee-ef67ffaac447.pnml,4,0.3716514502835303,False
62,Road_Traffic_Fine_Management_Process.9eae332b-8632-4b67-b841-095da3746409.pnml,1,0.47367043514209994,False
63,Road_Traffic_Fine_Management_Process.27681196-a6bc-4207-8d95-75a0f7cb5eb9.pnml,5,0.5027392313238722,False
64,Road_Traffic_Fine_Management_Process.1ab1d417-4a94-4b01-9137-e7d5360d7bf2.pnml,1,0.2904792779695669,False
65,Road_Traffic_Fine_Management_Process.b6bf4fc8-824f-44d2-98bf-ede111bad8c7.pnml,3,0.35061495156643013,False
66,Road_Traffic_Fine_Management_Process.d923e898-dd84-4e52-83ae-1568fb776444.pnml,1,0.31168084440137706,False
67,Road_Traffic_Fine_Management_Process.6d584b7d-d557-43c7-b889-d910e5383311.pnml,5,0.3549775763214396,False
68,Road_Traffic_Fine_Management_Process.bedc3593-f02d-4b43-901d-6556d90b7b2a.pnml,1,0.35045482374271475,False
69,Road_Traffic_Fine_Management_Process.5443e898-6d00-47b1-9024-39c56a449cbf.pnml,0,0.3574661319577885,False
70,Road_Traffic_Fine_Management_Process.63a8263d-d79c-40b0-9918-1bc270f4ef78.pnml,3,0.28718547193645927,False
71,Road_Traffic_Fine_Management_Process.720edc3d-827c-44cd-a0e5-a7fc675b47e0.pnml,1,0.3068584683844919,False
72,Road_Traffic_Fine_Management_Process.93bb8138-bac6-4772-90a9-5bfff72ba24a.pnml,1,0.3052121217033494,False
73,Road_Traffic_Fine_Management_Process.5cc08817-5eb4-4a40-bb87-81ff399a2465.pnml,3,0.26565578876573126,False
74,Road_Traffic_Fine_Management_Process.75eb5cd3-6abd-49c2-af89-fcbf6293a8b2.pnml,4,0.361497818867844,False
75,Road_Traffic_Fine_Management_Process.dbdae73b-51c7-48a7-a6e4-041e26e2b241.pnml,1,0.30894224173884904,False
76,Road_Traffic_Fine_Management_Process.8cedd1ce-61da-470c-bf9e-c8323b9e8467.pnml,5,0.34764257422663786,False
77,Road_Traffic_Fine_Management_Process.c3949cca-fc5f-4840-a5a7-104624954476.pnml,1,0.344344739300723,False
78,Road_Traffic_Fine_Management_Process.8cb6cb80-4666-40d5-a4f3-65a5e7b82899.pnml,0,0.47079172489192406,False
79,Road_Traffic_Fine_Management_Process.1e0d05ae-7465-4171-9404-8f29184647dc.pnml,4,0.32594003732759597,False
80,Road_Traffic_Fine_Management_Process.ae2e30a2-0277-4248-9155-3b78433d26ad.pnml,5,0.3117681594634509,False
81,Road_Traffic_Fine_Management_Process.38269d04-0606-4d57-a523-bdbd6999c0c4.pnml,4,0.3193280454404073,False
82,Road_Traffic_Fine_Management_Process.1d5fc1f6-e210-48b9-b618-c0d03eafb960.pnml,1,0.3565991057664881,False
83,Road_Traffic_Fine_Management_Process.21a75bee-8d5c-4335-920c-15da62e6ada7.pnml,2,0.2556083260396595,False
84,Road_Traffic_Fine_Management_Process.ddd9fbcc-afa8-46c4-b062-0a472a5d016f.pnml,0,0.3518100770766021,False
85,Road_Traffic_Fine_Management_Process.6e2ad7fa-e5ac-4f2a-9136-9b917c3ff38a.pnml,3,0.4233116021909123,False
86,Road_Traffic_Fine_Management_Process.5297a53b-4409-448e-902c-cc9172ebf80d.pnml,1,0.37237758103395197,False
87,Road_Traffic_Fine_Management_Process.c7bcb5d5-b6e3-4d63-9b5b-5356854b3d9b.pnml,1,0.2821715473129919,False
88,Road_Traffic_Fine_Management_Process.a1d2c1a2-5673-4444-a66b-0f80b0077ad6.pnml,2,0.3084893679312727,False
89,Road_Traffic_Fine_Management_Process.96b14ebe-abfb-4a20-ac87-06fcf4d4c9c6.pnml,0,0.4441236628816431,False
90,Road_Traffic_Fine_Management_Process.e41d9bfe-abe8-4223-877f-067307ed565e.pnml,4,0.3350793015860262,False
91,Road_Traffic_Fine_Management_Process.45081726-2aaf-41ee-98fd-cd41ff88c18a.pnml,2,0.26071212331034127,False
92,Road_Traffic_Fine_Management_Process.d9f438ce-21f1-47a1-b532-43e4b3b77716.pnml,1,0.3892789019499978,False
93,Road_Traffic_Fine_Management_Process.b94f4efd-5113-4023-860a-19b90ceba72d.pnml,4,0.35800314673738,False
94,Road_Traffic_Fine_Management_Process.9d5b8ec9-0777-45c5-9ac9-b783a443480e.pnml,1,0.34264588653012057,False
95,Road_Traffic_Fine_Management_Process.d72bc64e-f420-431d-9e68-2512f3b74d02.pnml,2,0.26459166951377683,False
96,Road_Traffic_Fine_Management_Process.8d26c9e0-7267-4ce2-9d24-7f74dd054aaa.pnml,1,0.30266220247200204,False
97,Road_Traffic_Fine_Management_Process.103776bb-98b2-4e8d-b480-cff4112dc131.pnml,4,0.3062155115781164,False
98,Road_Traffic_Fine_Management_Process.64d2100c-eb7c-4250-a813-e9d0db2543fe.pnml,1,0.3054457873513105,False
99,Road_Traffic_Fine_Management_Process.872eb01e-d14a-433c-8eb4-528e8b0f08d6.pnml,2,0.3353057254482093,False
100,Road_Traffic_Fine_Management_Process.ac811ae6-a02a-42da-aab6-ff144c15a3f6.pnml,2,0.32890138676012937,False
101,Road_Traffic_Fine_Management_Process.c00dc5b7-bf89-4605-95e3-2380b953ed0d.pnml,1,0.3279161916094769,False
102,Road_Traffic_Fine_Management_Process.448b2134-20ea-451b-8dc7-8d6e5ac280cf.pnml,0,0.48528648293104926,False
103,Road_Traffic_Fine_Management_Process.eb7c6a2e-ccbe-4e32-a244-f08a92b46951.pnml,3,0.3647617428003356,False
104,Road_Traffic_Fine_Management_Process.9f56effb-6db4-4dd8-a621-cca696336548.pnml,2,0.25387582939375797,False
105,Road_Traffic_Fine_Management_Process.8c25006f-31d1-4b69-b44b-508036cea631.pnml,1,0.377328187241588,False
106,Road_Traffic_Fine_Management_Process.98545697-5772-4b13-a00e-34cab5f10cbe.pnml,5,0.35735295390168487,False
107,Road_Traffic_Fine_Management_Process.00316b95-9d6e-4887-86e3-eedc8668b1c4.pnml,4,0.44689008745389547,False
108,Road_Traffic_Fine_Management_Process.6777e2dd-f896-436e-b602-c0479308463d.pnml,1,0.42089998908675796,False
109,Road_Traffic_Fine_Management_Process.71d6468b-fdc8-40b9-9044-77b74239ddc5.pnml,0,0.43272632058839205,False
110,Road_Traffic_Fine_Management_Process.ea6b4990-0fca-4835-a076-0b93a8689f01.pnml,1,0.3010909215222047,False
111,Road_Traffic_Fine_Management_Process.b29bd212-0f76-4e27-97b2-52bc18726e45.pnml,1,0.3703882466949506,False
112,Road_Traffic_Fine_Management_Process.9daa1338-779e-4927-b17d-a807c8aa5d8d.pnml,4,0.3150867979327288,False
113,Road_Traffic_Fine_Management_Process.0146e2b5-999c-4005-85bb-95b09d6d416e.pnml,0,0.535073224106125,False
114,Road_Traffic_Fine_Management_Process.60c83832-f49f-4940-b854-75d7c2176f26.pnml,0,0.3599883344845828,False
115,Road_Traffic_Fine_Management_Process.3243c5c7-761c-4f09-9331-061f841d3eb0.pnml,3,0.2581958756481015,False
116,Road_Traffic_Fine_Management_Process.f6ba67b0-357c-4fc2-8657-9a57b66e9ba6.pnml,1,0.310741643655697,False
117,Road_Traffic_Fine_Management_Process.507dc306-1a4e-4e24-948d-0f7e7fbd216c.pnml,1,0.3608679811992876,False
118,Road_Traffic_Fine_Management_Process.da529519-8b88-4d7c-bb6e-d16cddc8bf7f.pnml,1,0.3185737295194449,False
119,Road_Traffic_Fine_Management_Process.55e4ba1b-23a0-4ab1-a286-7974ed5480bd.pnml,4,0.312923157384024,False
120,Road_Traffic_Fine_Management_Process.f752191f-d9ff-4303-b68e-e86f9e0f96a5.pnml,4,0.35532718671890023,False
121,Road_Traffic_Fine_Management_Process.03a62933-baad-42dd-af22-435016c0b878.pnml,0,0.34789851623349977,False
122,Road_Traffic_Fine_Management_Process.27cca581-f903-42fa-b594-4f557b5c6576.pnml,1,0.3517164717122323,False
123,Road_Traffic_Fine_Management_Process.f50da888-d72d-440a-9375-2b76b96cf11a.pnml,0,0.3272543745415748,False
124,Road_Traffic_Fine_Management_Process.624170ca-b3ca-4aef-b9de-31ab0d1fdfa6.pnml,1,0.3670032333965019,False
125,Road_Traffic_Fine_Management_Process.b689d8e5-80a3-42b6-9644-951c2a133274.pnml,4,0.3721864580666732,False
126,Road_Traffic_Fine_Management_Process.8641fec5-74cf-414a-82f5-4ba75c82aa94.pnml,4,0.3752393904572868,False
127,Road_Traffic_Fine_Management_Process.c6619027-2e9b-4396-995c-b949d27f761a.pnml,1,0.31670344245789506,False
128,Road_Traffic_Fine_Management_Process.24afdb2e-0550-4557-9611-8c16224c1d1e.pnml,1,0.2965007867900322,False
129,Road_Traffic_Fine_Management_Process.0116c3ef-9694-4ee6-a646-ba3cb73fa5be.pnml,1,0.4830555617736931,False
130,Road_Traffic_Fine_Management_Process.77314301-4023-4db7-8b2c-2692fb7703ce.pnml,2,0.3195436663320839,False
131,Road_Traffic_Fine_Management_Process.2c7bdd86-5612-4512-9ef3-503773d28b4e.pnml,1,0.30822592796346526,False
132,Road_Traffic_Fine_Management_Process.8a861dc4-95ce-4986-bb92-9937b1a90df9.pnml,4,0.30649234146375387,False
133,Road_Traffic_Fine_Management_Process.a0cd7586-408b-4c73-bf1d-3edd26ba144b.pnml,4,0.3956746698878588,False
134,Road_Traffic_Fine_Management_Process.961a33a1-5328-48f5-bf1b-d3cf2b65390c.pnml,4,0.3091993712666379,False
135,Road_Traffic_Fine_Management_Process.0eff26ee-d911-4e49-a5d5-08a626b34dba.pnml,1,0.3641796755041471,False
136,Road_Traffic_Fine_Management_Process.eec699eb-c8cb-4ecc-a02c-2336496ee128.pnml,1,0.5479540296454425,False
137,Road_Traffic_Fine_Management_Process.ea994423-05c3-4b90-bc18-280af7eace5a.pnml,5,0.34300239718218245,False
138,Road_Traffic_Fine_Management_Process.72348f30-d936-4ddf-a280-8b86ec21e4ff.pnml,4,0.30222778041061615,False
139,Road_Traffic_Fine_Management_Process.5e05ebe9-b69c-40f7-9b06-5a0230075613.pnml,2,0.39645217792470067,False
140,Road_Traffic_Fine_Management_Process.bbec69e4-3e5e-4277-86dc-00b7709b7b3f.pnml,5,0.30664268249823,False
141,Road_Traffic_Fine_Management_Process.600d1feb-32a1-4237-abb2-c3a26c50375c.pnml,0,0.4818062019956339,False
142,Road_Traffic_Fine_Management_Process.f72c4f86-5708-4aea-8930-86c1d0476288.pnml,1,0.4630380729235217,False
143,Road_Traffic_Fine_Management_Process.66fd32c8-3e02-44ca-94fc-caef702bed00.pnml,1,0.4500026004267497,False
144,Road_Traffic_Fine_Management_Process.37acbbdc-0a9e-47f6-83a0-c954cf812b48.pnml,1,0.30545946787418476,False
145,Road_Traffic_Fine_Management_Process.1f4e62e8-95c6-40fd-b9fc-2a9d822e6fdf.pnml,1,0.2902805500748493,False
146,Road_Traffic_Fine_Management_Process.f7f2e60c-c9b1-4569-9529-4bca5824fe6d.pnml,1,0.3524042763220709,False
147,Road_Traffic_Fine_Management_Process.50af3cca-d554-4d5b-b065-b9abf720a438.pnml,1,0.3613729851176649,False
148,Road_Traffic_Fine_Management_Process.4f034344-2674-40d5-8110-347dadced9f2.pnml,2,0.2639627253882414,False
149,Road_Traffic_Fine_Management_Process.9ef40a6d-f2ec-4859-ae7d-1cdfc8c7c1f0.pnml,5,0.6366678616055483,False
150,Road_Traffic_Fine_Management_Process.73d6ed11-4556-4dcb-b9f5-044d587056bc.pnml,3,0.46161770297165816,False
151,Road_Traffic_Fine_Management_Process.137a8147-c17a-4c0d-97db-834ce44d1014.pnml,2,0.28798373319311077,False
152,Road_Traffic_Fine_Management_Process.85274d4d-cf34-4745-8244-2a188da10de2.pnml,1,0.4168002263903264,False
153,Road_Traffic_Fine_Management_Process.1da3a9e1-9c29-4216-acc7-43d0395dcfbc.pnml,1,0.3557981538121856,False
154,Road_Traffic_Fine_Management_Process.5468ad32-7538-4da0-b4c1-1aa1eb860be5.pnml,0,0.4230560523016486,False
155,Road_Traffic_Fine_Management_Process.52290b79-1034-4e2c-859c-b7cf80da9a32.pnml,0,0.3813916875639602,False
156,Road_Traffic_Fine_Management_Process.2b8e3e54-8449-4a5b-8aeb-1cbc06e09348.pnml,1,0.3416441417139729,False
157,Road_Traffic_Fine_Management_Process.df442026-2165-4be1-bc52-769fb09fac06.pnml,4,0.41394032646561457,False
158,Road_Traffic_Fine_Management_Process.08b6bade-4bb7-46c1-bb78-94ffc38c6ee7.pnml,1,0.3239149641485646,False
159,Road_Traffic_Fine_Management_Process.93cf6d03-9ecb-4839-ae87-bc8497d9d045.pnml,1,0.37701872196837644,False
160,Road_Traffic_Fine_Management_Process.74bc2807-22c7-4e43-b878-be26c42cb62a.pnml,5,0.49437482435199787,False
161,Road_Traffic_Fine_Management_Process.4cc8d37e-bfd7-4413-bbe9-39d438372b02.pnml,1,0.30904954014581143,False
162,Road_Traffic_Fine_Management_Process.e8998a55-4f0e-4c06-a4eb-4c98c9600d4a.pnml,4,0.3456919373501996,False
163,Road_Traffic_Fine_Management_Process.bc92727a-9217-41b2-8e31-c860b014c6ee.pnml,1,0.36532173332747536,False
164,Road_Traffic_Fine_Management_Process.438c1138-eae1-45bb-8ded-882e4c734329.pnml,4,0.3258750318071106,False
165,Road_Traffic_Fine_Management_Process.3342a3f6-0cbb-4a0a-95a2-afd7299e4936.pnml,4,0.3307091056420606,False
166,Road_Traffic_Fine_Management_Process.3e439e97-d9fc-410e-8b44-9e836c47f13b.pnml,1,0.3148080685175385,False
167,Road_Traffic_Fine_Management_Process.6c1fd7eb-76f3-4501-8e24-cadb656f0924.pnml,1,0.3894786539270998,False
168,Road_Traffic_Fine_Management_Process.a6ecdacf-35bd-4bc5-87ea-2ed791a73964.pnml,3,0.2494682846587583,False
169,Road_Traffic_Fine_Management_Process.9ba6d128-6478-41e3-9ae6-625dc48a5430.pnml,4,0.42538883756196877,False
170,Road_Traffic_Fine_Management_Process.d6cbaf74-bae7-4465-b2df-fe6884bdf76a.pnml,2,0.40426408199757535,False
171,Road_Traffic_Fine_Management_Process.fb530458-ced9-4f55-ab5c-7b3d9436772e.pnml,1,0.35755844003127335,False
172,Road_Traffic_Fine_Management_Process.272cd7bd-a9c6-4757-8278-9cba4ea64a81.pnml,5,0.298539380234864,False
173,Road_Traffic_Fine_Management_Process.9d59cb17-5e61-4a8c-83f0-690b5e204788.pnml,1,0.3988850756239375,False
174,Road_Traffic_Fine_Management_Process.d1568bfb-3175-482d-b56a-b9721bd56d3e.pnml,4,0.39582988507887806,False
175,Road_Traffic_Fine_Management_Process.8b369424-c751-4848-bafc-6e38a9861bf2.pnml,1,0.4316135123532491,False
176,Road_Traffic_Fine_Management_Process.ff7c4abb-442a-4f18-9ffa-ba63c7720067.pnml,2,0.3117274828557922,False
177,Road_Traffic_Fine_Management_Process.a7a0914d-d3d7-432f-8315-6e32495ea03e.pnml,4,0.3476035768469234,False
178,Road_Traffic_Fine_Management_Process.a509cba6-0be6-4df1-a24b-3e4a98247f36.pnml,0,0.41086438006205006,False
179,Road_Traffic_Fine_Management_Process.7efe6883-49c0-425b-8242-1bc7e9c849da.pnml,1,0.38015068322029977,False
180,Road_Traffic_Fine_Management_Process.70670846-ac38-456b-a490-47dfddd914d9.pnml,3,0.35601865212866585,False
181,Road_Traffic_Fine_Management_Process.d7b90d0c-4e8c-4fac-8e52-ae19e05cc8b3.pnml,1,0.43789433619885715,False
182,Road_Traffic_Fine_Management_Process.aba0f298-fbcf-49fd-bd4b-143c0eb900a5.pnml,5,0.32049227560981786,False
183,Road_Traffic_Fine_Management_Process.1b926934-ec49-4d55-915b-e719294a2d98.pnml,3,0.2734502819695518,False
184,Road_Traffic_Fine_Management_Process.27fc2042-550f-439e-b65d-c323069d9d5c.pnml,1,0.30327883770362163,False
185,Road_Traffic_Fine_Management_Process.8906ebd1-c4e7-44d9-a6ff-5442f815d6df.pnml,1,0.28802163852871426,False
186,Road_Traffic_Fine_Management_Process.618e1c88-b317-46f3-b25a-8be879b14b72.pnml,4,0.47524803619321954,False
187,Road_Traffic_Fine_Management_Process.2790f589-58ab-4d88-986e-2a7d3bf933d7.pnml,1,0.31833970612874174,False
188,Road_Traffic_Fine_Management_Process.61e0c1bf-1b07-484c-bb98-cbe99f4d08b1.pnml,4,0.3415672614164492,False
189,Road_Traffic_Fine_Management_Process.0e2a4096-1062-4747-a96c-b94b1298a93e.pnml,1,0.533181009518462,False
190,Road_Traffic_Fine_Management_Process.64f17e8c-0e31-40ea-981c-3a67413f9247.pnml,1,0.2987073496384812,False
191,Road_Traffic_Fine_Management_Process.a877cdc0-2d1d-4601-84e9-01ab44d792c3.pnml,2,0.39872612457915707,False
192,Road_Traffic_Fine_Management_Process.1811e0e1-d3fd-4a30-8799-e10bb31f3679.pnml,2,0.3173381208555293,False
193,Road_Traffic_Fine_Management_Process.caf68887-dc50-4574-a7cc-5d85d8a09d39.pnml,4,0.3618483372969468,False
194,Road_Traffic_Fine_Management_Process.f0b937fc-4117-429a-905a-6a0acc9730e1.pnml,1,0.30364020292938376,False
195,Road_Traffic_Fine_Management_Process.e0746ce1-e8d8-4bde-a223-0b0a1ab9c29e.pnml,2,0.27778176415578015,False
196,Road_Traffic_Fine_Management_Process.159c110f-befa-4432-9804-5dd91bdcdae8.pnml,4,0.37303269433380626,False
197,Road_Traffic_Fine_Management_Process.03a0fd71-78a7-48af-9ca9-a9cc536367a4.pnml,0,0.45136249617148994,False
198,Road_Traffic_Fine_Management_Process.60654d63-6c2a-4c91-ad69-5970245e274f.pnml,2,0.36917040262718653,False
199,Road_Traffic_Fine_Management_Process.d92ba473-cdaf-4749-9ea3-1790078ab38e.pnml,1,0.5166442246937138,False
200,Road_Traffic_Fine_Management_Process.5365e568-6f70-4c65-8d79-20e3d7828513.pnml,0,0.4473047865272505,False
201,Road_Traffic_Fine_Management_Process.011cf8f4-eaaa-4ceb-9a68-02b170b41190.pnml,2,0.3921996566943305,False
202,Road_Traffic_Fine_Management_Process.fecb009d-e728-4502-87fc-bd6e3f15dc75.pnml,1,0.35832314425555656,False
203,Road_Traffic_Fine_Management_Process.fb6f7c93-8ca0-4e0f-ba9c-a61858a8effd.pnml,4,0.38216655101485425,False
204,Road_Traffic_Fine_Management_Process.434c266d-3716-4c2f-aa0a-5e74080d5829.pnml,4,0.3243253139577575,False
205,Road_Traffic_Fine_Management_Process.4137d1d7-09f8-4fc6-810b-a4cdafe1d4bc.pnml,1,0.4039292016419494,False
206,Road_Traffic_Fine_Management_Process.279000ef-f9a4-4ef3-b071-6abd48029aa7.pnml,1,0.29333715236150987,False
207,Road_Traffic_Fine_Management_Process.099585a9-56ac-4402-ba42-0914ca409c87.pnml,1,0.3536683996331388,False
208,Road_Traffic_Fine_Management_Process.8ccc38e3-0513-45d3-a4b8-529bf7bb9be3.pnml,1,0.32396899363454457,False
209,Road_Traffic_Fine_Management_Process.17da688b-30d3-490f-bce0-953609dfc1ea.pnml,1,0.32570085476246197,False
210,Road_Traffic_Fine_Management_Process.332b1f3f-ee8e-4a70-b538-b1197a39152f.pnml,4,0.48746103686289977,False
211,Road_Traffic_Fine_Management_Process.31639e3a-ec1f-46f9-9a8d-61c74010599d.pnml,1,0.3467859078026403,False
212,Road_Traffic_Fine_Management_Process.ec771833-c7bc-4822-80ee-ba8f3e1646eb.pnml,0,0.35040697157504636,False
213,Road_Traffic_Fine_Management_Process.6a824e9c-9a84-454f-9214-6368a7ee57da.pnml,5,0.30845692986944667,False
214,Road_Traffic_Fine_Management_Process.534e1763-2e58-4dd2-a9bc-c93c496329b2.pnml,5,0.30772110970616356,False
215,Road_Traffic_Fine_Management_Process.f6f380e3-accf-4939-b2c6-705e84c9a50e.pnml,1,0.34911784551195413,False
216,Road_Traffic_Fine_Management_Process.a46133b0-afd2-4702-8263-0abe738342ba.pnml,4,0.3291529969791289,False
